tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length1	length2	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM
CUFF.19442	-	-	CUFF.19442	-	-	ENSCAFT00000014709	1-938	ENSCAFT00000014709:1-938	-	3.56619	1.86147	4.65367	OK	0.457633297
CUFF.7950	-	-	CUFF.7950	-	-	ENSCAFT00000050193	4182-4691	ENSCAFT00000050193:4182-4691	-	3.56669	1.07085	5.14007	OK	0.45769746
CUFF.11302	-	-	CUFF.11302	-	-	ENSCAFT00000006495	1550-2731	ENSCAFT00000006495:1550-2731	-	3.56818	2.12302	4.98448	OK	0.457888665
CUFF.10123	-	-	CUFF.10123	-	-	ENSCAFT00000013733	524-1155	ENSCAFT00000013733:524-1155	-	3.56883	1.38209	5.01007	OK	0.457972076
CUFF.5080	-	-	CUFF.5080	-	-	ENSCAFT00000016626	782-1474	ENSCAFT00000016626:782-1474	-	3.5695	1.57532	4.8835	OK	0.458058054
CUFF.17185	-	-	CUFF.17185	-	-	ENSCAFT00000043519	31-723	ENSCAFT00000043519:31-723	-	3.5695	1.57532	4.8835	OK	0.458058054
CUFF.4367	-	-	CUFF.4367	-	-	ENSCAFT00000024336	78-617	ENSCAFT00000024336:78-617	-	3.57269	1.2135	4.65173	OK	0.458467413
CUFF.17612	-	-	CUFF.17612	-	-	ENSCAFT00000014374	10-854	ENSCAFT00000014374:10-854	-	3.57339	1.80826	4.90814	OK	0.458557241
CUFF.8482	-	-	CUFF.8482	-	-	ENSCAFT00000005522	2810-4081	ENSCAFT00000005522:2810-4081	-	3.57371	2.14422	4.88883	OK	0.458598305
CUFF.12988	-	-	CUFF.12988	-	-	ENSCAFT00000019000	403-1277	ENSCAFT00000019000:403-1277	-	3.57609	1.87092	4.98912	OK	0.45890372
CUFF.8649	-	-	CUFF.8649	-	-	ENSCAFT00000002100	1898-2558	ENSCAFT00000002100:1898-2558	-	3.58091	1.48653	4.95511	OK	0.459522249
CUFF.743	-	-	CUFF.743	-	-	ENSCAFT00000007793	198-736	ENSCAFT00000007793:198-736	-	3.58336	1.21575	4.66038	OK	0.459836646
CUFF.11347	-	-	CUFF.11347	-	-	ENSCAFT00000015311	1976-2605	ENSCAFT00000015311:1976-2605	-	3.5856	1.38648	5.02601	OK	0.460124096
CUFF.15784	-	-	CUFF.15784	-	-	ENSCAFT00000045214	3119-3869	ENSCAFT00000045214:3119-3869	-	3.58961	1.59885	5.08724	OK	0.460638681
CUFF.7738	-	-	CUFF.7738	-	-	ENSCAFT00000046563	133-1095	ENSCAFT00000046563:133-1095	-	3.59236	1.92641	5.21265	OK	0.460991576
CUFF.21185	-	-	CUFF.21185	-	-	ENSCAFT00000044825	312-849	ENSCAFT00000044825:312-849	-	3.5941	1.21801	4.66906	OK	0.461214863
CUFF.19902	-	-	CUFF.19902	-	-	ENSCAFT00000036013	931-2772	ENSCAFT00000036013:931-2772	-	3.5946	2.48697	4.61866	OK	0.461279026
CUFF.4828	-	-	CUFF.4828	-	-	ENSCAFT00000007484	1340-2089	ENSCAFT00000007484:1340-2089	-	3.59619	1.60098	5.09403	OK	0.461483063
CUFF.16673	-	-	CUFF.16673	-	-	ENSCAFT00000047346	1125-2540	ENSCAFT00000047346:1125-2540	-	3.59884	2.31122	4.77651	OK	0.461823126
CUFF.9515	-	-	CUFF.9515	-	-	ENSCAFT00000043542	694-1590	ENSCAFT00000043542:694-1590	-	3.6199	1.82498	5.10995	OK	0.464525662
CUFF.7359	-	-	CUFF.7359	-	-	ENSCAFT00000009463	403-1961	ENSCAFT00000009463:403-1961	-	3.6213	2.37896	4.82789	OK	0.464705318
CUFF.8506	-	-	CUFF.8506	-	-	ENSCAFT00000047063	5458-5991	ENSCAFT00000047063:5458-5991	-	3.63772	1.22716	4.7041	OK	0.466812423
CUFF.4854	-	-	CUFF.4854	-	-	ENSCAFT00000045617	2970-3682	ENSCAFT00000045617:2970-3682	-	3.64346	1.68418	5.20564	OK	0.467549012
CUFF.6194	-	-	CUFF.6194	-	-	ENSCAFT00000008920	2081-2643	ENSCAFT00000008920:2081-2643	-	3.64753	1.16383	5.23725	OK	0.468071297
CUFF.5214	-	-	CUFF.5214	-	-	ENSCAFT00000017056	830-1362	ENSCAFT00000017056:830-1362	-	3.64878	1.22946	4.71294	OK	0.468231704
CUFF.9202	-	-	CUFF.9202	-	-	ENSCAFT00000010601	1358-2129	ENSCAFT00000010601:1358-2129	-	3.64885	1.69669	5.23146	OK	0.468240687
CUFF.11763	-	-	CUFF.11763	-	-	ENSCAFT00000000215	489-1170	ENSCAFT00000000215:489-1170	-	3.6517	1.60077	4.96238	OK	0.468606415
CUFF.12048	-	-	CUFF.12048	-	-	ENSCAFT00000039321	6939-8426	ENSCAFT00000039321:6939-8426	-	3.65175	2.34593	4.83848	OK	0.468612831
CUFF.9757	-	-	CUFF.9757	-	-	ENSCAFT00000045728	2634-3285	ENSCAFT00000045728:2634-3285	-	3.6529	1.50708	5.02361	OK	0.468760405
CUFF.4689	-	-	CUFF.4689	-	-	ENSCAFT00000018156	268-1008	ENSCAFT00000018156:268-1008	-	3.6565	1.62045	5.15599	OK	0.469222377
CUFF.15204	-	-	CUFF.15204	-	-	ENSCAFT00000031106	165-696	ENSCAFT00000031106:165-696	-	3.65992	1.23178	4.72181	OK	0.469661251
CUFF.19646	-	-	CUFF.19646	-	-	ENSCAFT00000029583	570-1220	ENSCAFT00000029583:570-1220	-	3.66108	1.5094	5.03134	OK	0.469810108
CUFF.20907	-	-	CUFF.20907	-	-	ENSCAFT00000022996	156-1163	ENSCAFT00000022996:156-1163	-	3.6625	2.05684	5.08796	OK	0.469992331
CUFF.14752	-	-	CUFF.14752	-	-	ENSCAFT00000035720	1912-3365	ENSCAFT00000035720:1912-3365	-	3.66387	2.3258	4.9517	OK	0.470168137
CUFF.1736	-	-	CUFF.1736	-	-	ENSCAFT00000014058	1174-1883	ENSCAFT00000014058:1174-1883	-	3.66508	1.69131	5.22767	OK	0.47032341
CUFF.16779	-	-	CUFF.16779	-	-	ENSCAFT00000048065	735-1265	ENSCAFT00000048065:735-1265	-	3.67113	1.2341	4.73072	OK	0.47109978
CUFF.5096	-	-	CUFF.5096	-	-	ENSCAFT00000029203	1178-2569	ENSCAFT00000029203:1178-2569	-	3.67156	2.35109	4.85892	OK	0.47115496
CUFF.10715	-	-	CUFF.10715	-	-	ENSCAFT00000000490	32-740	ENSCAFT00000000490:32-740	-	3.67234	1.69369	5.23505	OK	0.471255054
CUFF.17771	-	-	CUFF.17771	-	-	ENSCAFT00000003518	839-1814	ENSCAFT00000003518:839-1814	-	3.67311	2.01254	4.91953	OK	0.471353865
CUFF.16754	-	-	CUFF.16754	-	-	ENSCAFT00000047994	214-1278	ENSCAFT00000047994:214-1278	-	3.67326	2.15156	5.12276	OK	0.471373114
CUFF.2325	-	-	CUFF.2325	-	-	ENSCAFT00000045185	12346-13469	ENSCAFT00000045185:12346-13469	-	3.67468	2.13559	5.04777	OK	0.471555336
CUFF.1555	-	-	CUFF.1555	-	-	ENSCAFT00000043075	1517-2195	ENSCAFT00000043075:1517-2195	-	3.67478	1.60785	4.98434	OK	0.471568168
CUFF.3080	-	-	CUFF.3080	-	-	ENSCAFT00000021049	2165-2665	ENSCAFT00000021049:2165-2665	-	3.67491	1.09012	5.23259	OK	0.471584851
CUFF.8553	-	-	CUFF.8553	-	-	ENSCAFT00000044386	221-721	ENSCAFT00000044386:221-721	-	3.67491	1.09012	5.23259	OK	0.471584851
CUFF.11695	-	-	CUFF.11695	-	-	ENSCAFT00000005268	753-1401	ENSCAFT00000005268:753-1401	-	3.67755	1.51406	5.04687	OK	0.47192363
CUFF.7693	-	-	CUFF.7693	-	-	ENSCAFT00000022402	1286-1993	ENSCAFT00000022402:1286-1993	-	3.67963	1.69609	5.24246	OK	0.472190547
CUFF.340	-	-	CUFF.340	-	-	ENSCAFT00000028968	495-1113	ENSCAFT00000028968:495-1113	-	3.68072	1.41116	5.11546	OK	0.472330422
CUFF.6350	-	-	CUFF.6350	-	-	ENSCAFT00000018336	2925-3691	ENSCAFT00000018336:2925-3691	-	3.68128	1.70776	5.26561	OK	0.472402284
CUFF.12148	-	-	CUFF.12148	-	-	ENSCAFT00000021157	110-1379	ENSCAFT00000021157:110-1379	-	3.68271	2.23351	5.06834	OK	0.47258579
CUFF.2979	-	-	CUFF.2979	-	-	ENSCAFT00000021308	958-1546	ENSCAFT00000021308:958-1546	-	3.68438	1.48316	5.37646	OK	0.472800094
CUFF.21235	-	-	CUFF.21235	-	-	ENSCAFT00000020339	2327-2974	ENSCAFT00000020339:2327-2974	-	3.68584	1.5164	5.05467	OK	0.472987449
CUFF.11752	-	-	CUFF.11752	-	-	ENSCAFT00000047900	1250-2074	ENSCAFT00000047900:1250-2074	-	3.68855	1.85215	5.02727	OK	0.473335211
CUFF.13175	-	-	CUFF.13175	-	-	ENSCAFT00000013851	653-2511	ENSCAFT00000013851:653-2511	-	3.68944	2.58156	4.69375	OK	0.473449421
CUFF.7058	-	-	CUFF.7058	-	-	ENSCAFT00000046825	1942-2765	ENSCAFT00000046825:1942-2765	-	3.6945	1.8544	5.03338	OK	0.474098748
CUFF.10997	-	-	CUFF.10997	-	-	ENSCAFT00000021092	3371-3928	ENSCAFT00000021092:3371-3928	-	3.6991	1.17428	5.28426	OK	0.474689046
CUFF.3048	-	-	CUFF.3048	-	-	ENSCAFT00000022807	1-1441	ENSCAFT00000022807:1-1441	-	3.70239	2.34679	4.9964	OK	0.475111237
CUFF.17279	-	-	CUFF.17279	-	-	ENSCAFT00000046349	3257-4078	ENSCAFT00000046349:3257-4078	-	3.70646	1.85892	5.04564	OK	0.475633522
CUFF.10130	-	-	CUFF.10130	-	-	ENSCAFT00000028869	5925-6540	ENSCAFT00000028869:5925-6540	-	3.70754	1.41805	5.14042	OK	0.475772113
CUFF.4698	-	-	CUFF.4698	-	-	ENSCAFT00000006901	909-1818	ENSCAFT00000006901:909-1818	-	3.70769	1.91881	4.79702	OK	0.475791362
CUFF.5229	-	-	CUFF.5229	-	-	ENSCAFT00000003622	603-1512	ENSCAFT00000003622:603-1512	-	3.70769	1.91881	4.79702	OK	0.475791362
CUFF.8126	-	-	CUFF.8126	-	-	ENSCAFT00000002308	513-1098	ENSCAFT00000002308:513-1098	-	3.71335	1.49077	5.40403	OK	0.476517685
CUFF.8504	-	-	CUFF.8504	-	-	ENSCAFT00000047063	2516-3688	ENSCAFT00000047063:2516-3688	-	3.71387	2.23233	5.11577	OK	0.476584414
CUFF.16815	-	-	CUFF.16815	-	-	ENSCAFT00000009762	6531-7145	ENSCAFT00000009762:6531-7145	-	3.71657	1.42036	5.14879	OK	0.476930893
CUFF.8650	-	-	CUFF.8650	-	-	ENSCAFT00000002100	3990-4867	ENSCAFT00000002100:3990-4867	-	3.72199	1.86452	5.22066	OK	0.477626418
CUFF.21187	-	-	CUFF.21187	-	-	ENSCAFT00000043241	130-714	ENSCAFT00000043241:130-714	-	3.7231	1.49332	5.41328	OK	0.477768859
CUFF.8160	-	-	CUFF.8160	-	-	ENSCAFT00000008943	2872-3573	ENSCAFT00000008943:2872-3573	-	3.724	1.71061	5.28733	OK	0.477884352
CUFF.8551	-	-	CUFF.8551	-	-	ENSCAFT00000013696	2700-3342	ENSCAFT00000013696:2700-3342	-	3.72785	1.52821	5.09403	OK	0.478378405
CUFF.3555	-	-	CUFF.3555	-	-	ENSCAFT00000002128	2877-4367	ENSCAFT00000002128:2877-4367	-	3.72796	2.41437	4.97506	OK	0.478392521
CUFF.2130	-	-	CUFF.2130	-	-	ENSCAFT00000018343	3957-4482	ENSCAFT00000018343:3957-4482	-	3.72819	1.24586	4.77578	OK	0.478422036
CUFF.9548	-	-	CUFF.9548	-	-	ENSCAFT00000022361	1170-1695	ENSCAFT00000022361:1170-1695	-	3.72819	1.24586	4.77578	OK	0.478422036
CUFF.18521	-	-	CUFF.18521	-	-	ENSCAFT00000020332	733-1258	ENSCAFT00000020332:733-1258	-	3.72819	1.24586	4.77578	OK	0.478422036
CUFF.9823	-	-	CUFF.9823	-	-	ENSCAFT00000025446	7160-7977	ENSCAFT00000025446:7160-7977	-	3.73062	1.86802	5.07034	OK	0.478733867
CUFF.14915	-	-	CUFF.14915	-	-	ENSCAFT00000042749	2682-3294	ENSCAFT00000042749:2682-3294	-	3.73476	1.425	5.16562	OK	0.479265135
CUFF.5280	-	-	CUFF.5280	-	-	ENSCAFT00000016917	104-978	ENSCAFT00000016917:104-978	-	3.73864	1.87092	5.23858	OK	0.479763038
CUFF.7381	-	-	CUFF.7381	-	-	ENSCAFT00000008176	1465-2658	ENSCAFT00000008176:1465-2658	-	3.74522	2.28442	5.02571	OK	0.48060742
CUFF.12780	-	-	CUFF.12780	-	-	ENSCAFT00000026533	3507-4176	ENSCAFT00000026533:3507-4176	-	3.74581	1.62948	5.05139	OK	0.480683132
CUFF.13825	-	-	CUFF.13825	-	-	ENSCAFT00000011064	7342-8011	ENSCAFT00000011064:7342-8011	-	3.74581	1.62948	5.05139	OK	0.480683132
CUFF.14699	-	-	CUFF.14699	-	-	ENSCAFT00000042926	13-798	ENSCAFT00000042926:13-798	-	3.74845	1.8053	4.99929	OK	0.481021912
CUFF.13820	-	-	CUFF.13820	-	-	ENSCAFT00000046023	5464-6074	ENSCAFT00000046023:5464-6074	-	3.75313	1.42967	5.18255	OK	0.481622475
CUFF.2299	-	-	CUFF.2299	-	-	ENSCAFT00000045560	12467-13106	ENSCAFT00000045560:12467-13106	-	3.75353	1.53538	5.11795	OK	0.481673805
CUFF.4059	-	-	CUFF.4059	-	-	ENSCAFT00000047755	607-1275	ENSCAFT00000047755:607-1275	-	3.75387	1.63192	5.05896	OK	0.481717436
CUFF.2314	-	-	CUFF.2314	-	-	ENSCAFT00000013872	10944-11728	ENSCAFT00000013872:10944-11728	-	3.7549	1.8076	5.00567	OK	0.481849611
CUFF.20408	-	-	CUFF.20408	-	-	ENSCAFT00000047302	4169-4982	ENSCAFT00000047302:4169-4982	-	3.7551	1.87721	5.09529	OK	0.481875277
CUFF.21593	-	-	CUFF.21593	-	-	ENSCAFT00000021814	958-2148	ENSCAFT00000021814:958-2148	-	3.75661	2.29017	5.03838	OK	0.482069048
CUFF.21434	-	-	CUFF.21434	-	-	ENSCAFT00000048015	6015-7321	ENSCAFT00000048015:6015-7321	-	3.75686	2.33717	5.17516	OK	0.48210113
CUFF.10786	-	-	CUFF.10786	-	-	ENSCAFT00000022389	1507-2319	ENSCAFT00000022389:1507-2319	-	3.76127	1.87952	5.10156	OK	0.482667045
CUFF.16032	-	-	CUFF.16032	-	-	ENSCAFT00000012467	1966-2778	ENSCAFT00000012467:1966-2778	-	3.76127	1.87952	5.10156	OK	0.482667045
CUFF.4706	-	-	CUFF.4706	-	-	ENSCAFT00000030111	255-1009	ENSCAFT00000030111:255-1009	-	3.7615	1.73494	5.34941	OK	0.48269656
CUFF.15069	-	-	CUFF.15069	-	-	ENSCAFT00000011558	3048-3744	ENSCAFT00000011558:3048-3744	-	3.76179	1.7229	5.32531	OK	0.482733775
CUFF.9470	-	-	CUFF.9470	-	-	ENSCAFT00000021501	252-1845	ENSCAFT00000021501:252-1845	-	3.76543	2.53199	4.79025	OK	0.48320088
CUFF.13377	-	-	CUFF.13377	-	-	ENSCAFT00000049081	3187-4374	ENSCAFT00000049081:3187-4374	-	3.76807	2.29596	5.05112	OK	0.483539659
CUFF.7929	-	-	CUFF.7929	-	-	ENSCAFT00000047160	1106-1830	ENSCAFT00000047160:1106-1830	-	3.76887	1.65626	5.26993	OK	0.483642319
CUFF.9591	-	-	CUFF.9591	-	-	ENSCAFT00000025574	136-1725	ENSCAFT00000025574:136-1725	-	3.7763	2.53836	4.8023	OK	0.484595778
CUFF.156	-	-	CUFF.156	-	-	ENSCAFT00000021891	202-694	ENSCAFT00000021891:202-694	-	3.77676	1.10785	5.31767	OK	0.484654808
CUFF.3137	-	-	CUFF.3137	-	-	ENSCAFT00000026506	2156-4177	ENSCAFT00000026506:2156-4177	-	3.7784	2.69699	4.85458	OK	0.484865262
CUFF.16415	-	-	CUFF.16415	-	-	ENSCAFT00000022364	42-1485	ENSCAFT00000022364:42-1485	-	3.78136	2.41746	5.1371	OK	0.485245106
CUFF.18546	-	-	CUFF.18546	-	-	ENSCAFT00000029558	3-1013	ENSCAFT00000029558:3-1013	-	3.78403	2.15866	5.07285	OK	0.485587735
CUFF.21087	-	-	CUFF.21087	-	-	ENSCAFT00000043598	1482-2175	ENSCAFT00000043598:1482-2175	-	3.78484	1.73035	5.34837	OK	0.485691678
CUFF.21359	-	-	CUFF.21359	-	-	ENSCAFT00000042848	2267-3535	ENSCAFT00000042848:2267-3535	-	3.78856	2.32124	5.15831	OK	0.48616905
CUFF.19354	-	-	CUFF.19354	-	-	ENSCAFT00000047103	1-664	ENSCAFT00000047103:1-664	-	3.7947	1.64423	5.09711	OK	0.486956968
CUFF.18371	-	-	CUFF.18371	-	-	ENSCAFT00000044034	1473-2021	ENSCAFT00000044034:1473-2021	-	3.7957	1.19357	5.37105	OK	0.487085294
CUFF.9952	-	-	CUFF.9952	-	-	ENSCAFT00000031948	60-952	ENSCAFT00000031948:60-952	-	3.79922	1.95538	4.88844	OK	0.487537
CUFF.4852	-	-	CUFF.4852	-	-	ENSCAFT00000045617	725-1330	ENSCAFT00000045617:725-1330	-	3.79985	1.44149	5.22538	OK	0.487617845
CUFF.16309	-	-	CUFF.16309	-	-	ENSCAFT00000002912	5962-6567	ENSCAFT00000002912:5962-6567	-	3.79985	1.44149	5.22538	OK	0.487617845
CUFF.15283	-	-	CUFF.15283	-	-	ENSCAFT00000012365	1140-2204	ENSCAFT00000012365:1140-2204	-	3.79993	2.15156	5.12276	OK	0.487628111
CUFF.14852	-	-	CUFF.14852	-	-	ENSCAFT00000015454	0-1035	ENSCAFT00000015454:0-1035	-	3.80135	2.21184	5.2663	OK	0.487810333
CUFF.10405	-	-	CUFF.10405	-	-	ENSCAFT00000011397	4265-4841	ENSCAFT00000011397:4265-4841	-	3.80303	1.51406	5.48847	OK	0.48802592
CUFF.13701	-	-	CUFF.13701	-	-	ENSCAFT00000007933	106-882	ENSCAFT00000007933:106-882	-	3.80736	1.82624	5.05727	OK	0.48858157
CUFF.3300	-	-	CUFF.3300	-	-	ENSCAFT00000043213	1744-2434	ENSCAFT00000043213:1744-2434	-	3.80818	1.73788	5.37162	OK	0.488686797
CUFF.13592	-	-	CUFF.13592	-	-	ENSCAFT00000044352	26-1546	ENSCAFT00000044352:26-1546	-	3.80861	2.51015	5.09202	OK	0.488741977
CUFF.11535	-	-	CUFF.11535	-	-	ENSCAFT00000025470	687-1291	ENSCAFT00000025470:687-1291	-	3.80934	1.44387	5.23404	OK	0.488835654
CUFF.14304	-	-	CUFF.14304	-	-	ENSCAFT00000032108	18-765	ENSCAFT00000032108:18-765	-	3.80994	1.7512	5.39954	OK	0.48891265
CUFF.14412	-	-	CUFF.14412	-	-	ENSCAFT00000009449	396-914	ENSCAFT00000009449:396-914	-	3.81114	1.26269	4.84032	OK	0.48906664
CUFF.14484	-	-	CUFF.14484	-	-	ENSCAFT00000020279	2041-2845	ENSCAFT00000020279:2041-2845	-	3.81137	1.89822	5.15232	OK	0.489096155
CUFF.3850	-	-	CUFF.3850	-	-	ENSCAFT00000012662	102-1192	ENSCAFT00000012662:102-1192	-	3.81145	2.20025	5.40061	OK	0.489106421
CUFF.20449	-	-	CUFF.20449	-	-	ENSCAFT00000010456	1287-2062	ENSCAFT00000010456:1287-2062	-	3.81402	1.82859	5.0638	OK	0.489436218
CUFF.19297	-	-	CUFF.19297	-	-	ENSCAFT00000022768	4792-5824	ENSCAFT00000022768:4792-5824	-	3.81512	2.21827	5.2816	OK	0.489577376
CUFF.17552	-	-	CUFF.17552	-	-	ENSCAFT00000046853	413-1901	ENSCAFT00000046853:413-1901	-	3.81862	2.49087	5.12827	OK	0.490026516
CUFF.8325	-	-	CUFF.8325	-	-	ENSCAFT00000028351	1934-2908	ENSCAFT00000028351:1934-2908	-	3.81934	2.12652	5.26035	OK	0.49011891
CUFF.11419	-	-	CUFF.11419	-	-	ENSCAFT00000048354	2057-2717	ENSCAFT00000048354:2057-2717	-	3.81963	1.6517	5.12028	OK	0.490156124
CUFF.2700	-	-	CUFF.2700	-	-	ENSCAFT00000001793	2562-3336	ENSCAFT00000001793:2562-3336	-	3.82071	1.83096	5.07034	OK	0.490294716
CUFF.2007	-	-	CUFF.2007	-	-	ENSCAFT00000023230	702-1818	ENSCAFT00000023230:702-1818	-	3.82231	2.24667	5.27479	OK	0.490500037
CUFF.16805	-	-	CUFF.16805	-	-	ENSCAFT00000047800	2-519	ENSCAFT00000047800:2-519	-	3.82329	1.26513	4.84968	OK	0.490625796
CUFF.20160	-	-	CUFF.20160	-	-	ENSCAFT00000008678	476-1392	ENSCAFT00000008678:476-1392	-	3.82424	2.02315	5.47442	OK	0.490747705
CUFF.18735	-	-	CUFF.18735	-	-	ENSCAFT00000049528	80-967	ENSCAFT00000049528:80-967	-	3.82701	1.9664	4.916	OK	0.491103167
CUFF.11482	-	-	CUFF.11482	-	-	ENSCAFT00000027638	0-659	ENSCAFT00000027638:0-659	-	3.82802	1.65421	5.12805	OK	0.491232776
CUFF.18861	-	-	CUFF.18861	-	-	ENSCAFT00000008238	0-1143	ENSCAFT00000008238:0-1143	-	3.8285	2.28897	5.24556	OK	0.491294372
CUFF.5697	-	-	CUFF.5697	-	-	ENSCAFT00000043301	122-610	ENSCAFT00000043301:122-610	-	3.82983	1.11693	5.36126	OK	0.491465045
CUFF.3825	-	-	CUFF.3825	-	-	ENSCAFT00000007414	916-1717	ENSCAFT00000007414:916-1717	-	3.8305	1.90533	5.17162	OK	0.491551023
CUFF.17962	-	-	CUFF.17962	-	-	ENSCAFT00000049870	2351-3038	ENSCAFT00000049870:2351-3038	-	3.8318	1.74547	5.39508	OK	0.491717846
CUFF.12736	-	-	CUFF.12736	-	-	ENSCAFT00000044681	4703-5646	ENSCAFT00000044681:4703-5646	-	3.83203	2.08083	5.08647	OK	0.491747361
CUFF.20752	-	-	CUFF.20752	-	-	ENSCAFT00000013195	2555-4152	ENSCAFT00000013195:2555-4152	-	3.83284	2.59391	4.98303	OK	0.491851305
CUFF.1879	-	-	CUFF.1879	-	-	ENSCAFT00000038428	1296-2011	ENSCAFT00000038428:1296-2011	-	3.83516	1.67711	5.33627	OK	0.49214902
CUFF.12118	-	-	CUFF.12118	-	-	ENSCAFT00000002443	1250-2533	ENSCAFT00000002443:1250-2533	-	3.8369	2.37907	5.26794	OK	0.492372307
CUFF.19024	-	-	CUFF.19024	-	-	ENSCAFT00000028728	27-1763	ENSCAFT00000028728:27-1763	-	3.84087	2.63739	4.89802	OK	0.492881759
CUFF.14256	-	-	CUFF.14256	-	-	ENSCAFT00000019949	84-1223	ENSCAFT00000019949:84-1223	-	3.84486	2.29701	5.26398	OK	0.493393778
CUFF.4336	-	-	CUFF.4336	-	-	ENSCAFT00000000539	844-1500	ENSCAFT00000000539:844-1500	-	3.85339	1.66177	5.1515	OK	0.494488395
CUFF.9698	-	-	CUFF.9698	-	-	ENSCAFT00000049789	3692-4404	ENSCAFT00000049789:3692-4404	-	3.85778	1.68418	5.35875	OK	0.495051744
CUFF.10626	-	-	CUFF.10626	-	-	ENSCAFT00000002930	145-1337	ENSCAFT00000002930:145-1337	-	3.85927	2.28633	5.21284	OK	0.495242949
CUFF.14237	-	-	CUFF.14237	-	-	ENSCAFT00000030472	929-1471	ENSCAFT00000030472:929-1471	-	3.86295	1.20678	5.4305	OK	0.495715187
CUFF.3461	-	-	CUFF.3461	-	-	ENSCAFT00000044768	4148-5480	ENSCAFT00000044768:4148-5480	-	3.86349	2.45523	5.07415	OK	0.495784483
CUFF.8590	-	-	CUFF.8590	-	-	ENSCAFT00000046204	38-890	ENSCAFT00000046204:38-890	-	3.86545	1.91923	5.37385	OK	0.496036001
CUFF.8077	-	-	CUFF.8077	-	-	ENSCAFT00000006466	543-1959	ENSCAFT00000006466:543-1959	-	3.86556	2.46356	5.23505	OK	0.496050117
CUFF.5957	-	-	CUFF.5957	-	-	ENSCAFT00000021589	260-914	ENSCAFT00000021589:260-914	-	3.87049	1.66686	5.16725	OK	0.496682762
CUFF.11399	-	-	CUFF.11399	-	-	ENSCAFT00000030305	143-825	ENSCAFT00000030305:143-825	-	3.87183	1.75826	5.43463	OK	0.496854718
CUFF.7254	-	-	CUFF.7254	-	-	ENSCAFT00000019665	1496-2375	ENSCAFT00000019665:1496-2375	-	3.87232	1.9843	4.96074	OK	0.496917598
CUFF.3106	-	-	CUFF.3106	-	-	ENSCAFT00000018431	1029-1542	ENSCAFT00000018431:1029-1542	-	3.87268	1.275	4.88749	OK	0.496963795
CUFF.6268	-	-	CUFF.6268	-	-	ENSCAFT00000006384	2193-3297	ENSCAFT00000006384:2193-3297	-	3.87324	2.27109	5.33212	OK	0.497035657
CUFF.21103	-	-	CUFF.21103	-	-	ENSCAFT00000032153	2334-3662	ENSCAFT00000032153:2334-3662	-	3.87724	2.46263	5.08943	OK	0.497548959
CUFF.6896	-	-	CUFF.6896	-	-	ENSCAFT00000019014	533-1017	ENSCAFT00000019014:533-1017	-	3.88442	1.12616	5.40557	OK	0.498470337
CUFF.9361	-	-	CUFF.9361	-	-	ENSCAFT00000046291	768-1785	ENSCAFT00000046291:768-1785	-	3.88545	2.25099	5.3595	OK	0.498602512
CUFF.650	-	-	CUFF.650	-	-	ENSCAFT00000028688	1179-1719	ENSCAFT00000028688:1179-1719	-	3.8859	1.21125	5.45062	OK	0.498660259
CUFF.7367	-	-	CUFF.7367	-	-	ENSCAFT00000003949	2590-3130	ENSCAFT00000003949:2590-3130	-	3.8859	1.21125	5.45062	OK	0.498660259
CUFF.8167	-	-	CUFF.8167	-	-	ENSCAFT00000023321	482-1050	ENSCAFT00000023321:482-1050	-	3.88647	1.53538	5.56577	OK	0.498733404
CUFF.14685	-	-	CUFF.14685	-	-	ENSCAFT00000000714	1294-1862	ENSCAFT00000000714:1294-1862	-	3.88647	1.53538	5.56577	OK	0.498733404
CUFF.2792	-	-	CUFF.2792	-	-	ENSCAFT00000006968	316-2089	ENSCAFT00000006968:316-2089	-	3.88923	2.70533	5.04174	OK	0.499087583
CUFF.8491	-	-	CUFF.8491	-	-	ENSCAFT00000049040	2382-3314	ENSCAFT00000049040:2382-3314	-	3.88988	2.10539	5.1465	OK	0.499170994
CUFF.20226	-	-	CUFF.20226	-	-	ENSCAFT00000006859	1746-2733	ENSCAFT00000006859:1746-2733	-	3.89509	2.20896	5.19106	OK	0.49983957
CUFF.8869	-	-	CUFF.8869	-	-	ENSCAFT00000043331	908-1755	ENSCAFT00000043331:908-1755	-	3.89548	1.93056	5.40557	OK	0.499889617
CUFF.1768	-	-	CUFF.1768	-	-	ENSCAFT00000043360	41-720	ENSCAFT00000043360:41-720	-	3.89625	1.76603	5.45864	OK	0.499988428
CUFF.12071	-	-	CUFF.12071	-	-	ENSCAFT00000012324	1235-1830	ENSCAFT00000012324:1235-1830	-	3.89688	1.46571	5.31321	OK	0.500069273
CUFF.15321	-	-	CUFF.15321	-	-	ENSCAFT00000026226	760-1355	ENSCAFT00000026226:760-1355	-	3.89688	1.46571	5.31321	OK	0.500069273
CUFF.11461	-	-	CUFF.11461	-	-	ENSCAFT00000007509	1664-2231	ENSCAFT00000007509:1664-2231	-	3.89715	1.53809	5.57559	OK	0.500103921
CUFF.11664	-	-	CUFF.11664	-	-	ENSCAFT00000022666	6348-6887	ENSCAFT00000022666:6348-6887	-	3.89748	1.2135	5.46073	OK	0.500146269
